Option,in:Afstand van Straat,in:Inkeping Hoek,in:Overspanning Vloer,in:Bouwsysteem,in:Vleugel Woningdiepte,in:Belemmeringshoek Zuid,in:Belemmeringshoek Noord,out:MPG [€/m2 per jaar],out:Gewicht [t],out:BVO Wonen Blok O[m2],out:Overspanning [m],out:Vormfactor [GBO/BVO],out:Terrassen [m2],out:% >2 Zonuren Terrassen,out:% >2 Zonuren Straat O,out:% >2 Zonuren Gevels,out:% >2 Zonuren Gevels Buren,out:% >2 Zonuren Binnentuin,out:% >15% Gevel Daglicht,out:% >30% Gevel Daglicht,img
641,0,0 Grid,2,CLT Vloer/Kolom,6.3,30,45,0.222,3634,11001,5.4,0.47,1331,73,53,72,87,87,100,76,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
642,3.6,0 Grid,2,CLT Vloer/Kolom,6.3,30,45,0.226,3524,10653,5.4,0.48,1208,83,73,71,87,86,100,76,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
643,0,0.5 Grid,2,CLT Vloer/Kolom,6.3,30,45,0.224,3562,10783,5.4,0.47,1313,73,53,73,87,90,100,80,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
644,3.6,0.5 Grid,2,CLT Vloer/Kolom,6.3,30,45,0.229,3452,10435,5.4,0.47,1190,82,73,72,87,89,100,82,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
645,0,1 Grid,2,CLT Vloer/Kolom,6.3,30,45,0.218,3473,10571,5.4,0.47,1296,72,53,73,87,94,100,82,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
646,3.6,1 Grid,2,CLT Vloer/Kolom,6.3,30,45,0.223,3361,10223,5.4,0.47,1173,82,73,72,87,94,100,84,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
647,0,1.5 Grid,2,CLT Vloer/Kolom,6.3,30,45,0.221,3405,10365,5.4,0.47,1275,73,53,74,87,97,100,82,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
648,3.6,1.5 Grid,2,CLT Vloer/Kolom,6.3,30,45,0.226,3292,10014,5.4,0.48,1155,82,73,73,87,97,100,84,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
649,0,0 Grid,0,Beton Kanaalplaat/Wanden,6.3,30,45,0.21,10081,11001,5.4,0.47,1331,73,53,72,87,87,100,76,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer0_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
650,3.6,0 Grid,0,Beton Kanaalplaat/Wanden,6.3,30,45,0.207,9623,10653,5.4,0.48,1208,83,73,71,87,86,100,76,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer0_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
651,0,0.5 Grid,0,Beton Kanaalplaat/Wanden,6.3,30,45,0.212,9970,10783,5.4,0.47,1313,73,53,73,87,90,100,80,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer0_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
652,3.6,0.5 Grid,0,Beton Kanaalplaat/Wanden,6.3,30,45,0.21,9511,10435,5.4,0.47,1190,82,73,72,87,89,100,82,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer0_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
653,0,1 Grid,0,Beton Kanaalplaat/Wanden,6.3,30,45,0.206,9474,10571,5.4,0.47,1296,72,53,73,87,94,100,82,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer0_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
654,3.6,1 Grid,0,Beton Kanaalplaat/Wanden,6.3,30,45,0.203,9015,10223,5.4,0.47,1173,82,73,72,87,94,100,84,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer0_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
655,0,1.5 Grid,0,Beton Kanaalplaat/Wanden,6.3,30,45,0.208,9369,10365,5.4,0.47,1275,73,53,74,87,97,100,82,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer0_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
656,3.6,1.5 Grid,0,Beton Kanaalplaat/Wanden,6.3,30,45,0.206,8908,10014,5.4,0.48,1155,82,73,73,87,97,100,84,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer0_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
657,0,0 Grid,1,Beton Kanaalplaat/Wanden,6.3,30,45,0.265,10955,11001,8.1,0.47,1331,73,53,72,87,87,100,76,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer1_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
658,3.6,0 Grid,1,Beton Kanaalplaat/Wanden,6.3,30,45,0.27,10707,10653,8.1,0.48,1208,83,73,71,87,86,100,76,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer1_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
659,0,0.5 Grid,1,Beton Kanaalplaat/Wanden,6.3,30,45,0.269,10724,10677,8.1,0.47,1305,73,53,73,87,92,100,82,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer1_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
660,3.6,0.5 Grid,1,Beton Kanaalplaat/Wanden,6.3,30,45,0.274,10476,10329,8.1,0.47,1181,82,73,72,87,91,100,84,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer1_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
661,0,1 Grid,1,Beton Kanaalplaat/Wanden,6.3,30,45,0.267,10333,10365,8.1,0.47,1275,73,53,74,87,97,100,82,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer1_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
662,3.6,1 Grid,1,Beton Kanaalplaat/Wanden,6.3,30,45,0.272,10083,10014,8.1,0.48,1155,82,73,73,87,97,100,84,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer1_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
663,0,1.5 Grid,1,Beton Kanaalplaat/Wanden,6.3,30,45,0.262,9868,10086,8.1,0.47,1232,74,53,75,87,100,100,81,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer1_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
664,3.6,1.5 Grid,1,Beton Kanaalplaat/Wanden,6.3,30,45,0.267,9606,9718,8.1,0.48,1125,81,73,74,87,100,100,84,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer1_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
665,0,0 Grid,2,Beton Kanaalplaat/Wanden,6.3,30,45,0.244,10441,11001,10.8,0.47,1331,73,53,72,87,87,100,76,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer2_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
666,3.6,0 Grid,2,Beton Kanaalplaat/Wanden,6.3,30,45,0.248,10193,10653,10.8,0.48,1208,83,73,71,87,86,100,76,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer2_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
667,0,0.5 Grid,2,Beton Kanaalplaat/Wanden,6.3,30,45,0.233,9670,10571,10.8,0.47,1296,72,53,73,87,94,100,82,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer2_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
668,3.6,0.5 Grid,2,Beton Kanaalplaat/Wanden,6.3,30,45,0.236,9422,10223,10.8,0.47,1173,82,73,72,87,94,100,84,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer2_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
669,0,1 Grid,2,Beton Kanaalplaat/Wanden,6.3,30,45,0.238,9388,10175,10.8,0.47,1247,73,53,74,87,100,100,82,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer2_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
670,3.6,1 Grid,2,Beton Kanaalplaat/Wanden,6.3,30,45,0.241,9130,9813,10.8,0.48,1136,81,73,73,87,100,100,84,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer2_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
671,0,1.5 Grid,2,Beton Kanaalplaat/Wanden,6.3,30,45,0.236,9410,10206,10.8,0.46,1238,74,53,75,87,100,100,81,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer2_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
672,3.6,1.5 Grid,2,Beton Kanaalplaat/Wanden,6.3,30,45,0.241,9148,9838,10.8,0.47,1131,81,73,74,87,100,100,84,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer2_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte6.3_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
673,0,0 Grid,0,CLT Vloer/Wanden,8.1,30,45,0.203,4984,11307,3.6,0.46,1355,74,53,72,86,86,100,75,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer0_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
674,3.6,0 Grid,0,CLT Vloer/Wanden,8.1,30,45,0.204,4825,10959,3.6,0.46,1232,83,73,71,87,85,100,76,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer0_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
675,0,0.5 Grid,0,CLT Vloer/Wanden,8.1,30,45,0.199,4836,11154,3.6,0.46,1343,74,53,72,87,88,100,79,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer0_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
676,3.6,0.5 Grid,0,CLT Vloer/Wanden,8.1,30,45,0.199,4677,10806,3.6,0.46,1220,83,73,71,87,87,100,80,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer0_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
677,0,1 Grid,0,CLT Vloer/Wanden,8.1,30,45,0.2,4791,11004,3.6,0.46,1331,73,53,72,87,91,100,82,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer0_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
678,3.6,1 Grid,0,CLT Vloer/Wanden,8.1,30,45,0.201,4632,10656,3.6,0.46,1208,83,73,71,87,90,100,83,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer0_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
679,0,1.5 Grid,0,CLT Vloer/Wanden,8.1,30,45,0.2,4710,10860,3.6,0.46,1319,73,53,73,87,94,100,82,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer0_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
680,3.6,1.5 Grid,0,CLT Vloer/Wanden,8.1,30,45,0.2,4551,10511,3.6,0.46,1196,83,73,72,87,93,100,84,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer0_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
681,0,0 Grid,1,CLT Vloer/Wanden,8.1,30,45,0.187,4713,11307,4.5,0.46,1355,74,53,72,86,86,100,75,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
682,3.6,0 Grid,1,CLT Vloer/Wanden,8.1,30,45,0.191,4620,10959,4.5,0.46,1232,83,73,71,87,85,100,76,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
683,0,0.5 Grid,1,CLT Vloer/Wanden,8.1,30,45,0.187,4615,11116,4.5,0.46,1340,74,53,72,87,89,100,79,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
684,3.6,0.5 Grid,1,CLT Vloer/Wanden,8.1,30,45,0.191,4521,10768,4.5,0.46,1217,83,73,71,87,87,100,81,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
685,0,1 Grid,1,CLT Vloer/Wanden,8.1,30,45,0.184,4495,10931,4.5,0.46,1325,73,53,72,87,93,100,82,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
686,3.6,1 Grid,1,CLT Vloer/Wanden,8.1,30,45,0.188,4402,10583,4.5,0.46,1202,83,73,71,87,93,100,84,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
687,0,1.5 Grid,1,CLT Vloer/Wanden,8.1,30,45,0.184,4402,10752,4.5,0.46,1310,73,53,72,87,94,100,82,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
688,3.6,1.5 Grid,1,CLT Vloer/Wanden,8.1,30,45,0.188,4309,10404,4.5,0.46,1187,82,73,72,87,95,100,84,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
689,0,0 Grid,2,CLT Vloer/Wanden,8.1,30,45,0.177,4548,11307,5.4,0.46,1355,74,53,72,86,86,100,75,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
690,3.6,0 Grid,2,CLT Vloer/Wanden,8.1,30,45,0.18,4451,10959,5.4,0.46,1232,83,73,71,87,85,100,76,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
691,0,0.5 Grid,2,CLT Vloer/Wanden,8.1,30,45,0.178,4474,11078,5.4,0.46,1337,74,53,72,87,89,100,80,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
692,3.6,0.5 Grid,2,CLT Vloer/Wanden,8.1,30,45,0.182,4377,10730,5.4,0.46,1214,83,73,71,87,88,100,81,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
693,0,1 Grid,2,CLT Vloer/Wanden,8.1,30,45,0.178,4367,10860,5.4,0.46,1319,73,53,73,87,94,100,82,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
694,3.6,1 Grid,2,CLT Vloer/Wanden,8.1,30,45,0.181,4270,10511,5.4,0.46,1196,83,73,72,87,93,100,84,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
695,0,1.5 Grid,2,CLT Vloer/Wanden,8.1,30,45,0.176,4240,10645,5.4,0.46,1302,72,53,73,87,97,100,82,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
696,3.6,1.5 Grid,2,CLT Vloer/Wanden,8.1,30,45,0.179,4144,10297,5.4,0.46,1178,82,73,72,87,96,100,84,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
697,0,0 Grid,0,CLT Vloer/Kolom-Ligger,8.1,30,45,0.276,3749,11307,3.6,0.46,1355,74,53,72,86,86,100,75,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
698,3.6,0 Grid,0,CLT Vloer/Kolom-Ligger,8.1,30,45,0.276,3625,10959,3.6,0.46,1232,83,73,71,87,85,100,76,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid30_BelemmeringshoekNoord45_NewView.png
